Station ID,Station name,Variable,Position/depth (AGL) (m),Sensor Mfg,Sensor Model
SDSM8,Sand Springs NW,RH [%],NA,Vaisala,HMP155E
SVYM8,Savoy SW,RH [%],NA,Vaisala,HMP155E
SCYM8,Scobey NW,RH [%],NA,Vaisala,HMP155E
SIYM8,Sidney,RH [%],NA,Vaisala,HMP155E
SBSM8,Sunburst NW,RH [%],NA,Vaisala,HMP155E
SURM8,Sun River SE,RH [%],NA,Vaisala,HMP155E
TTNM8,Toston,RH [%],NA,Vaisala,HMP155E
TRNM8,Turner N,RH [%],NA,Vaisala,HMP155E
TWOM8,Twodot E,RH [%],NA,Vaisala,HMP155E
VLTM8,Dovetail,RH [%],NA,Vaisala,HMP155E
WRHM8,War Horse NW,RH [%],NA,Vaisala,HMP155E
WNFM8,Woodhawk,RH [%],NA,Vaisala,HMP155E
WIEM8,Winnett SW,RH [%],NA,Vaisala,HMP155E
KEEM8,Absarokee,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
ASAM8,Ashland E,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
BLWM8,Benton Lake W,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
BSWM8,Big Sandy NW,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
BTSM8,Big Timber SE,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
BNWM8,Bowmans Corner NW,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
BZNM8,Bozeman,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
BRYM8,Brady NE,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
BDVM8,Broadview,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
BSEM8,Big Sandy SE,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
BUFM8,Buffalo Lake E,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
BUSM8,Busby S,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
BYUM8,Bynum W,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
CRNM8,Carter N,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
CHSM8,Chester SW,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
CSTM8,Christina W,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
CFCM8,Coffee Creek N,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
CNNM8,Conrad N,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
COOM8,Cooney Reservoir NW,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
CROM8,Crow Agency,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
DOGM8,Dog Gun Lake E,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
DRYM8,Dry Lake,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
DYRM8,Dupuyer N,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
FRGM8,Forestgrove N,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
FOXM8,Fox Crossing SW,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
HWTM8,Harlowton E,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
HAEM8,Havre,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
HIWM8,Highwood Bench,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
HOGM8,Hogeland SW,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
HNTM8,Huntley E,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
IGMM8,Ingomar,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
INNM8,Inverness N,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
ISSM8,Inverness S,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
JGPM8,Judith Gap,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
LTBM8,Lake Thibadeau W,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
LMDM8,Lame Deer E,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
LVAM8,Lavina N,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
LGGM8,Lodge Grass W,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
LOAM8,Loma N,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
LORM8,Loring SW,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
MTRM8,Matador Ranch,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
MLVM8,Melville,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
RADM8,Midway Colony,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
MCYM8,Miles City,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
MINM8,Mission Lake S,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
MCIM8,Moccasin,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
MOTM8,Molt S,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
MOYM8,Mosby S,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
MOBM8,Mosby NW,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
MTLM8,Mt Lebanon SE,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
MSSM8,Musselshell,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
OILM8,Oilmont,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
OTRM8,Otter E,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
RAPM8,Rapelje SW,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
RMYM8,Rothiemay W,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
ROUM8,Roundup,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
RYOM8,Roy E,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
RGTM8,Ryegate S,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
SASM8,Saco S,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
SDSM8,Sand Springs NW,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
SVYM8,Savoy SW,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
SCYM8,Scobey NW,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
SIYM8,Sidney,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
SBSM8,Sunburst NW,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
SURM8,Sun River SE,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
TTNM8,Toston,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
TRNM8,Turner N,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
TWOM8,Twodot E,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
VLTM8,Dovetail,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
WRHM8,War Horse NW,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
WNFM8,Woodhawk,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
WIEM8,Winnett SW,PCP5M [m],NA,Ott Hydromet,Pluvio2 L 400
KEEM8,Absarokee,SOILT8 [K],0.2,Acclima,TDR-310N
ASAM8,Ashland E,SOILT8 [K],0.2,Acclima,TDR-310N
BLWM8,Benton Lake W,SOILT8 [K],0.2,Acclima,TDR-310N
BSWM8,Big Sandy NW,SOILT8 [K],0.2,Acclima,TDR-310N
BSWM8,Big Sandy NW,SOILT8 [K],0.2,Acclima,TDR-310N
BTSM8,Big Timber SE,SOILT8 [K],0.2,Acclima,TDR-310N
BNWM8,Bowmans Corner NW,SOILT8 [K],0.2,Acclima,TDR-310N
BZNM8,Bozeman,SOILT8 [K],0.2,Acclima,TDR-310N
BZNM8,Bozeman,SOILT8 [K],0.2,Acclima,TDR-310N
BRYM8,Brady NE,SOILT8 [K],0.2,Acclima,TDR-310N
BDVM8,Broadview,SOILT8 [K],0.2,Acclima,TDR-310N
BSEM8,Big Sandy SE,SOILT8 [K],0.2,Acclima,TDR-310N
BSEM8,Big Sandy SE,SOILT8 [K],0.2,Acclima,TDR-310N
BUFM8,Buffalo Lake E,SOILT8 [K],0.2,Acclima,TDR-310N
BUFM8,Buffalo Lake E,SOILT8 [K],0.2,Acclima,TDR-310N
BUSM8,Busby S,SOILT8 [K],0.2,Acclima,TDR-310N
BYUM8,Bynum W,SOILT8 [K],0.2,Acclima,TDR-310N
CRNM8,Carter N,SOILT8 [K],0.2,Acclima,TDR-310N
CRNM8,Carter N,SOILT8 [K],0.2,Acclima,TDR-310N
CHSM8,Chester SW,SOILT8 [K],0.2,Acclima,TDR-310N
CSTM8,Christina W,SOILT8 [K],0.2,Acclima,TDR-310N
CSTM8,Christina W,SOILT8 [K],0.2,Acclima,TDR-310N
CFCM8,Coffee Creek N,SOILT8 [K],0.2,Acclima,TDR-310N
CNNM8,Conrad N,SOILT8 [K],0.2,Acclima,TDR-310N
CNNM8,Conrad N,SOILT8 [K],0.2,Acclima,TDR-310N
COOM8,Cooney Reservoir NW,SOILT8 [K],0.2,Acclima,TDR-310N
CROM8,Crow Agency,SOILT8 [K],0.2,Acclima,TDR-310N
DOGM8,Dog Gun Lake E,SOILT8 [K],0.2,Acclima,TDR-310N
DOGM8,Dog Gun Lake E,SOILT8 [K],0.2,Acclima,TDR-310N
DRYM8,Dry Lake,SOILT8 [K],0.2,Acclima,TDR-310N
DRYM8,Dry Lake,SOILT8 [K],0.2,Acclima,TDR-310N
DYRM8,Dupuyer N,SOILT8 [K],0.2,Acclima,TDR-310N
FRGM8,Forestgrove N,SOILT8 [K],0.2,Acclima,TDR-310N
FOXM8,Fox Crossing SW,SOILT8 [K],0.2,Acclima,TDR-310N
FOXM8,Fox Crossing SW,SOILT8 [K],0.2,Acclima,TDR-310N
HWTM8,Harlowton E,SOILT8 [K],0.2,Acclima,TDR-310N
HAEM8,Havre,SOILT8 [K],0.2,Acclima,TDR-310N
HIWM8,Highwood Bench,SOILT8 [K],0.2,Acclima,TDR-310N
HIWM8,Highwood Bench,SOILT8 [K],0.2,Acclima,TDR-310N
HOGM8,Hogeland SW,SOILT8 [K],0.2,Acclima,TDR-310N
HOGM8,Hogeland SW,SOILT8 [K],0.2,Acclima,TDR-310N
HNTM8,Huntley E,SOILT8 [K],0.2,Acclima,TDR-310N
IGMM8,Ingomar,SOILT8 [K],0.2,Acclima,TDR-310N
INNM8,Inverness N,SOILT8 [K],0.2,Acclima,TDR-310N
INNM8,Inverness N,SOILT8 [K],0.2,Acclima,TDR-310N
ISSM8,Inverness S,SOILT8 [K],0.2,Acclima,TDR-310N
ISSM8,Inverness S,SOILT8 [K],0.2,Acclima,TDR-310N
JGPM8,Judith Gap,SOILT8 [K],0.2,Acclima,TDR-310N
JGPM8,Judith Gap,SOILT8 [K],0.2,Acclima,TDR-310N
LTBM8,Lake Thibadeau W,SOILT8 [K],0.2,Acclima,TDR-310N
LTBM8,Lake Thibadeau W,SOILT8 [K],0.2,Acclima,TDR-310N
LMDM8,Lame Deer E,SOILT8 [K],0.2,Acclima,TDR-310N
LVAM8,Lavina N,SOILT8 [K],0.2,Acclima,TDR-310N
LGGM8,Lodge Grass W,SOILT8 [K],0.2,Acclima,TDR-310N
LOAM8,Loma N,SOILT8 [K],0.2,Acclima,TDR-310N
LOAM8,Loma N,SOILT8 [K],0.2,Acclima,TDR-310N
LORM8,Loring SW,SOILT8 [K],0.2,Acclima,TDR-310N
MTRM8,Matador Ranch,SOILT8 [K],0.2,Acclima,TDR-310N
MLVM8,Melville,SOILT8 [K],0.2,Acclima,TDR-310N
RADM8,Midway Colony,SOILT8 [K],0.2,Acclima,TDR-310N
MCYM8,Miles City,SOILT8 [K],0.2,Acclima,TDR-310N
MINM8,Mission Lake S,SOILT8 [K],0.2,Acclima,TDR-310N
MINM8,Mission Lake S,SOILT8 [K],0.2,Acclima,TDR-310N
MCIM8,Moccasin,SOILT8 [K],0.2,Acclima,TDR-315N
MOTM8,Molt S,SOILT8 [K],0.2,Acclima,TDR-310N
MOYM8,Mosby S,SOILT8 [K],0.2,Acclima,TDR-310N
MOBM8,Mosby NW,SOILT8 [K],0.2,Acclima,TDR-310N
MTLM8,Mt Lebanon SE,SOILT8 [K],0.2,Acclima,TDR-310N
MTLM8,Mt Lebanon SE,SOILT8 [K],0.2,Acclima,TDR-310N
MSSM8,Musselshell,SOILT8 [K],0.2,Acclima,TDR-310N
OILM8,Oilmont,SOILT8 [K],0.2,Acclima,TDR-310N
OTRM8,Otter E,SOILT8 [K],0.2,Acclima,TDR-310N
RAPM8,Rapelje SW,SOILT8 [K],0.2,Acclima,TDR-310N
RMYM8,Rothiemay W,SOILT8 [K],0.2,Acclima,TDR-310N
ROUM8,Roundup,SOILT8 [K],0.2,Acclima,TDR-315N
RYOM8,Roy E,SOILT8 [K],0.2,Acclima,TDR-310N
RGTM8,Ryegate S,SOILT8 [K],0.2,Acclima,TDR-310N
SASM8,Saco S,SOILT8 [K],0.2,Acclima,TDR-310N
SDSM8,Sand Springs NW,SOILT8 [K],0.2,Acclima,TDR-310N
SVYM8,Savoy SW,SOILT8 [K],0.2,Acclima,TDR-310N
SVYM8,Savoy SW,SOILT8 [K],0.2,Acclima,TDR-310N
SCYM8,Scobey NW,SOILT8 [K],0.2,Acclima,TDR-310N
SIYM8,Sidney,SOILT8 [K],0.2,Acclima,TDR-310N
SBSM8,Sunburst NW,SOILT8 [K],0.2,Acclima,TDR-310N
SBSM8,Sunburst NW,SOILT8 [K],0.2,Acclima,TDR-310N
SURM8,Sun River SE,SOILT8 [K],0.2,Acclima,TDR-310N
TTNM8,Toston,SOILT8 [K],0.2,Acclima,TDR-310N
TTNM8,Toston,SOILT8 [K],0.2,Acclima,TDR-310N
TRNM8,Turner N,SOILT8 [K],0.2,Acclima,TDR-310N
TWOM8,Twodot E,SOILT8 [K],0.2,Acclima,TDR-310N
VLTM8,Dovetail,SOILT8 [K],0.2,Acclima,TDR-310N
WRHM8,War Horse NW,SOILT8 [K],0.2,Acclima,TDR-310N
WNFM8,Woodhawk,SOILT8 [K],0.2,Acclima,TDR-310N
WNFM8,Woodhawk,SOILT8 [K],0.2,Acclima,TDR-310N
WIEM8,Winnett SW,SOILT8 [K],0.2,Acclima,TDR-310N
KEEM8,Absarokee,SOILM40 [%],1,Acclima,TDR-310N
ASAM8,Ashland E,SOILM40 [%],1,Acclima,TDR-310N
BLWM8,Benton Lake W,SOILM40 [%],1,Acclima,TDR-310N
BSWM8,Big Sandy NW,SOILM40 [%],1,Acclima,TDR-310N
BSWM8,Big Sandy NW,SOILM40 [%],1,Acclima,TDR-310N
BNWM8,Bowmans Corner NW,SOILM40 [%],1,Acclima,TDR-310N
BZNM8,Bozeman,SOILM40 [%],1,Acclima,TDR-310N
BZNM8,Bozeman,SOILM40 [%],1,Acclima,TDR-310N
BRYM8,Brady NE,SOILM40 [%],1,Acclima,TDR-310N
BDVM8,Broadview,SOILM40 [%],1,Acclima,TDR-310N
BSEM8,Big Sandy SE,SOILM40 [%],1,Acclima,TDR-310N
BSEM8,Big Sandy SE,SOILM40 [%],1,Acclima,TDR-310N
BUFM8,Buffalo Lake E,SOILM40 [%],1,Acclima,TDR-310N
BUFM8,Buffalo Lake E,SOILM40 [%],1,Acclima,TDR-310N
BUSM8,Busby S,SOILM40 [%],1,Acclima,TDR-310N
BYUM8,Bynum W,SOILM40 [%],1,Acclima,TDR-310N
CRNM8,Carter N,SOILM40 [%],1,Acclima,TDR-310N
CRNM8,Carter N,SOILM40 [%],1,Acclima,TDR-310N
CHSM8,Chester SW,SOILM40 [%],1,Acclima,TDR-310N
CSTM8,Christina W,SOILM40 [%],1,Acclima,TDR-310N
CSTM8,Christina W,SOILM40 [%],1,Acclima,TDR-310N
CFCM8,Coffee Creek N,SOILM40 [%],1,Acclima,TDR-310N
CNNM8,Conrad N,SOILM40 [%],1,Acclima,TDR-310N
CNNM8,Conrad N,SOILM40 [%],1,Acclima,TDR-310N
COOM8,Cooney Reservoir NW,SOILM40 [%],1,Acclima,TDR-310N
CROM8,Crow Agency,SOILM40 [%],1,Acclima,TDR-310N
DOGM8,Dog Gun Lake E,SOILM40 [%],1,Acclima,TDR-310N
DOGM8,Dog Gun Lake E,SOILM40 [%],1,Acclima,TDR-310N
DRYM8,Dry Lake,SOILM40 [%],1,Acclima,TDR-310N
DRYM8,Dry Lake,SOILM40 [%],1,Acclima,TDR-310N
DYRM8,Dupuyer N,SOILM40 [%],1,Acclima,TDR-310N
FRGM8,Forestgrove N,SOILM40 [%],1,Acclima,TDR-310N
FOXM8,Fox Crossing SW,SOILM40 [%],1,Acclima,TDR-310N
FOXM8,Fox Crossing SW,SOILM40 [%],1,Acclima,TDR-310N
HWTM8,Harlowton E,SOILM40 [%],1,Acclima,TDR-310N
HAEM8,Havre,SOILM40 [%],1,Acclima,TDR-310N
HIWM8,Highwood Bench,SOILM40 [%],1,Acclima,TDR-310N
HIWM8,Highwood Bench,SOILM40 [%],1,Acclima,TDR-310N
HOGM8,Hogeland SW,SOILM40 [%],1,Acclima,TDR-310N
HOGM8,Hogeland SW,SOILM40 [%],1,Acclima,TDR-310N
HNTM8,Huntley E,SOILM40 [%],1,Acclima,TDR-310N
IGMM8,Ingomar,SOILM40 [%],1,Acclima,TDR-310N
INNM8,Inverness N,SOILM40 [%],1,Acclima,TDR-310N
INNM8,Inverness N,SOILM40 [%],1,Acclima,TDR-310N
ISSM8,Inverness S,SOILM40 [%],1,Acclima,TDR-310N
ISSM8,Inverness S,SOILM40 [%],1,Acclima,TDR-310N
JGPM8,Judith Gap,SOILM40 [%],1,Acclima,TDR-310N
JGPM8,Judith Gap,SOILM40 [%],1,Acclima,TDR-310N
LTBM8,Lake Thibadeau W,SOILM40 [%],1,Acclima,TDR-310N
LTBM8,Lake Thibadeau W,SOILM40 [%],1,Acclima,TDR-310N
LMDM8,Lame Deer E,SOILM40 [%],1,Acclima,TDR-310N
LVAM8,Lavina N,SOILM40 [%],1,Acclima,TDR-310N
LGGM8,Lodge Grass W,SOILM40 [%],1,Acclima,TDR-310N
LOAM8,Loma N,SOILM40 [%],1,Acclima,TDR-310N
LOAM8,Loma N,SOILM40 [%],1,Acclima,TDR-310N
LORM8,Loring SW,SOILM40 [%],1,Acclima,TDR-310N
MTRM8,Matador Ranch,SOILM40 [%],1,Acclima,TDR-310N
MLVM8,Melville,SOILM40 [%],1,Acclima,TDR-310N
RADM8,Midway Colony,SOILM40 [%],1,Acclima,TDR-310N
MCYM8,Miles City,SOILM40 [%],1,Acclima,TDR-310N
MINM8,Mission Lake S,SOILM40 [%],1,Acclima,TDR-310N
MINM8,Mission Lake S,SOILM40 [%],1,Acclima,TDR-310N
MCIM8,Moccasin,SOILM40 [%],1,Acclima,TDR-315N
MOTM8,Molt S,SOILM40 [%],1,Acclima,TDR-310N
MOYM8,Mosby S,SOILM40 [%],1,Acclima,TDR-310N
MOBM8,Mosby NW,SOILM40 [%],1,Acclima,TDR-310N
MTLM8,Mt Lebanon SE,SOILM40 [%],1,Acclima,TDR-310N
MTLM8,Mt Lebanon SE,SOILM40 [%],1,Acclima,TDR-310N
MSSM8,Musselshell,SOILM40 [%],1,Acclima,TDR-310N
OILM8,Oilmont,SOILM40 [%],1,Acclima,TDR-310N
OTRM8,Otter E,SOILM40 [%],1,Acclima,TDR-310N
RAPM8,Rapelje SW,SOILM40 [%],1,Acclima,TDR-310N
RMYM8,Rothiemay W,SOILM40 [%],1,Acclima,TDR-310N
ROUM8,Roundup,SOILM40 [%],1,Acclima,TDR-315N
RYOM8,Roy E,SOILM40 [%],1,Acclima,TDR-310N
RGTM8,Ryegate S,SOILM40 [%],1,Acclima,TDR-310N
SASM8,Saco S,SOILM40 [%],1,Acclima,TDR-310N
SDSM8,Sand Springs NW,SOILM40 [%],1,Acclima,TDR-310N
SVYM8,Savoy SW,SOILM40 [%],1,Acclima,TDR-310N
SVYM8,Savoy SW,SOILM40 [%],1,Acclima,TDR-310N
SCYM8,Scobey NW,SOILM40 [%],1,Acclima,TDR-310N
SIYM8,Sidney,SOILM40 [%],1,Acclima,TDR-310N
SBSM8,Sunburst NW,SOILM40 [%],1,Acclima,TDR-310N
SBSM8,Sunburst NW,SOILM40 [%],1,Acclima,TDR-310N
SURM8,Sun River SE,SOILM40 [%],1,Acclima,TDR-310N
TTNM8,Toston,SOILM40 [%],1,Acclima,TDR-310N
TTNM8,Toston,SOILM40 [%],1,Acclima,TDR-310N
TRNM8,Turner N,SOILM40 [%],1,Acclima,TDR-310N
TWOM8,Twodot E,SOILM40 [%],1,Acclima,TDR-310N
VLTM8,Dovetail,SOILM40 [%],1,Acclima,TDR-310N
WRHM8,War Horse NW,SOILM40 [%],1,Acclima,TDR-310N
WNFM8,Woodhawk,SOILM40 [%],1,Acclima,TDR-310N
WNFM8,Woodhawk,SOILM40 [%],1,Acclima,TDR-310N
WIEM8,Winnett SW,SOILM40 [%],1,Acclima,TDR-310N
KEEM8,Absarokee,SD [m],NA,CSI,SnowVUE 10
ASAM8,Ashland E,SD [m],NA,CSI,SnowVUE 10
BLWM8,Benton Lake W,SD [m],NA,CSI,SnowVUE 10
BSWM8,Big Sandy NW,SD [m],NA,CSI,SnowVUE 10
BTSM8,Big Timber SE,SD [m],NA,CSI,SnowVUE 10
BNWM8,Bowmans Corner NW,SD [m],NA,CSI,SnowVUE 10
BZNM8,Bozeman,SD [m],NA,CSI,SnowVUE 10
BRYM8,Brady NE,SD [m],NA,CSI,SnowVUE 10
BDVM8,Broadview,SD [m],NA,CSI,SnowVUE 10
BSEM8,Big Sandy SE,SD [m],NA,CSI,SnowVUE 10
BUFM8,Buffalo Lake E,SD [m],NA,CSI,SnowVUE 10
BUSM8,Busby S,SD [m],NA,CSI,SnowVUE 10
BYUM8,Bynum W,SD [m],NA,CSI,SnowVUE 10
CRNM8,Carter N,SD [m],NA,CSI,SnowVUE 10
CHSM8,Chester SW,SD [m],NA,CSI,SnowVUE 10
CSTM8,Christina W,SD [m],NA,CSI,SnowVUE 10
CFCM8,Coffee Creek N,SD [m],NA,CSI,SnowVUE 10
CNNM8,Conrad N,SD [m],NA,CSI,SnowVUE 10
COOM8,Cooney Reservoir NW,SD [m],NA,CSI,SnowVUE 10
CROM8,Crow Agency,SD [m],NA,CSI,SnowVUE 10
DOGM8,Dog Gun Lake E,SD [m],NA,CSI,SnowVUE 10
DRYM8,Dry Lake,SD [m],NA,CSI,SnowVUE 10
